id,org_id_type,value
60072016,iwt_id,1137417
60073823,iwt_id,1508840
49053408,iwt_id,1475389
54425931,iwt_id,1247133
02134843,iwt_id,1247131
13235083,iwt_id,1247149
04750086,iwt_id,776241
17725681,iwt_id,1176369
22547315,iwt_id,1184305
63753944,iwt_id,1122404
27375979,iwt_id,1488153
75501545,iwt_id,1488144
89700935,iwt_id,1113088
53070628,iwt_id,1171845
14220873,iwt_id,1196311
89324716,iwt_id,107339
09880825,iwt_id,1122441
89189424,iwt_id,776012
01096787,iwt_id,1195601
37707460,iwt_id,1488120
24274558,iwt_id,923910
39497918,iwt_id,1050500
29135810,iwt_id,1543675
68524112,iwt_id,1113096
11578959,iwt_id,1137396
10612277,iwt_id,1488114
11528887,iwt_id,1084037
75336472,iwt_id,1416269
73239969,iwt_id,1400892
36394195,iwt_id,1514106
54937511,iwt_id,1113117
30255772,iwt_id,1289264
36817317,iwt_id,923859
22306367,iwt_id,1502303
47175951,iwt_id,1168121
19676721,iwt_id,776260
61394805,iwt_id,936093
23409020,iwt_id,1488131
76341542,iwt_id,923882
28505928,iwt_id,1196289
78513063,iwt_id,923906
06327661,iwt_id,1543648
67671309,iwt_id,1488118
54523050,iwt_id,1111080
17852201,iwt_id,1565964
96931985,iwt_id,1247153
58704117,iwt_id,923884
95837997,iwt_id,1247174
72309895,iwt_id,1488150
62601216,iwt_id,566409
44166134,iwt_id,1488148
50248258,iwt_id,1247186
09121296,iwt_id,1488169
20510588,iwt_id,1069708
71742844,iwt_id,1076697
66852335,iwt_id,1363407
00852445,iwt_id,1122460
15966159,iwt_id,1172122
52351707,iwt_id,1122415
77296355,iwt_id,924053
39839596,iwt_id,791484
94979033,iwt_id,1069710
30565371,iwt_id,1208831
21747369,iwt_id,1474032
84772384,iwt_id,1076696
73214040,iwt_id,775150
39270205,iwt_id,1076618
63045318,iwt_id,1417289
61740334,iwt_id,776237
95011460,iwt_id,1488159
12968249,iwt_id,1213702
33058205,iwt_id,1122401
02740278,iwt_id,1137413
35283514,iwt_id,1195100
74929767,iwt_id,1525254
08573718,iwt_id,776041
45049564,iwt_id,1247128
35741344,iwt_id,1247183
48192302,iwt_id,1515108
86179366,iwt_id,1113120
30935698,iwt_id,1122426
65982804,iwt_id,1122436
89586932,iwt_id,923911
83509025,iwt_id,566293
55067375,iwt_id,1488130
22620893,iwt_id,923891
39187963,iwt_id,923909
69842451,iwt_id,776259
60389158,iwt_id,1502039
91739840,iwt_id,776261
77943824,iwt_id,1113122
62889863,iwt_id,1488180
77225564,iwt_id,1113093
06143399,iwt_id,1247156
75150715,iwt_id,775151
27066237,iwt_id,1076607
83028245,iwt_id,1627241
73945616,iwt_id,1137560
69839951,iwt_id,566401
57246571,iwt_id,1076610
85436647,iwt_id,1525268
01531516,iwt_id,529958
12418970,iwt_id,1247181
05562685,iwt_id,1122432
62578709,iwt_id,1122477
86668965,iwt_id,776687
66270307,iwt_id,1400883
19745407,iwt_id,1224909
21983246,iwt_id,1277945
37961933,iwt_id,1488188
88020689,iwt_id,791617
15760403,iwt_id,1247126
10553144,iwt_id,1137422
63560440,iwt_id,769119
24836183,iwt_id,1113097
48092795,iwt_id,1168151
37890994,iwt_id,1169313
87028545,iwt_id,1247138
16827611,iwt_id,1488123
52138007,iwt_id,776206
21614243,iwt_id,1221689
28014798,iwt_id,1215104
97946835,iwt_id,1017459
72611456,iwt_id,923349
69072202,iwt_id,1438222
57538404,iwt_id,1247119
46946765,iwt_id,923905
44596412,iwt_id,1122429
08938408,iwt_id,1598037
41321492,iwt_id,1176453
83879064,iwt_id,1195095
56087503,iwt_id,1176452
81808037,iwt_id,776249
97143295,iwt_id,1050269
12100686,iwt_id,1196292
23101135,iwt_id,1525251
85728513,iwt_id,1176463
78474703,iwt_id,1543664
70882170,iwt_id,1488168
93746852,iwt_id,1488124
74825988,iwt_id,776211
02501320,iwt_id,1247136
17547099,iwt_id,1247115
00703419,iwt_id,1400893
42458385,iwt_id,1050502
33406556,iwt_id,1205039
09502740,iwt_id,1488133
24127633,iwt_id,1514776
30723489,iwt_id,1399583
08107327,iwt_id,1502304
13329972,iwt_id,1277941
18176659,iwt_id,776019
36028494,iwt_id,775152
55680403,iwt_id,1247134
28328513,iwt_id,1166832
79694901,iwt_id,1507908
12192496,iwt_id,1069707
07814360,iwt_id,1122427
39679922,iwt_id,1543651
23212043,iwt_id,1122466
05102070,iwt_id,1137398
95086771,iwt_id,1113113
05690346,iwt_id,1434327
14864742,iwt_id,776254
06710624,iwt_id,1277939
93878943,iwt_id,1122403
63860047,iwt_id,1180457
89140073,iwt_id,1196288
31043972,iwt_id,1165931
47533652,iwt_id,776238
57907347,iwt_id,1180452
38893435,iwt_id,1113090
69721920,iwt_id,1488115
86335319,iwt_id,1122479
02535229,iwt_id,776671
38060880,iwt_id,1122434
25947485,iwt_id,1349792
93394607,iwt_id,776571
66845704,iwt_id,923899
30012716,iwt_id,1247187
05892651,iwt_id,1113085
30389870,iwt_id,1329185
79343173,iwt_id,776017
04536442,iwt_id,1196308
62071858,iwt_id,1166917
11168945,iwt_id,1289259
84533448,iwt_id,923900
10637950,iwt_id,1166237
30084299,iwt_id,1122407
34930796,iwt_id,1166827
95525016,iwt_id,1180460
66849365,iwt_id,1165476
70490162,iwt_id,1399586
52937179,iwt_id,1087577
71507424,iwt_id,791455
95009337,iwt_id,776006
44496474,iwt_id,1176470
01503662,iwt_id,1122442
07869492,iwt_id,1543653
93854137,iwt_id,1488116
73055895,iwt_id,1399580
52662297,iwt_id,1165469
17363232,iwt_id,1218140
71565667,iwt_id,1168145
90555556,iwt_id,999815
34435099,iwt_id,1166921
67013800,iwt_id,1218141
25002603,iwt_id,1598003
44969035,iwt_id,597678
52193154,iwt_id,1277953
39244587,iwt_id,1277952
20592963,iwt_id,566404
01340048,iwt_id,1247147
61889479,iwt_id,1247154
89110026,iwt_id,1277946
94574129,iwt_id,1137415
68799593,iwt_id,1247129
91545438,iwt_id,566400
71211440,iwt_id,776248
17627689,iwt_id,1488187
82010926,iwt_id,1122468
07092497,iwt_id,1338877
35630074,iwt_id,1417824
18566974,iwt_id,1488155
10944421,iwt_id,1176468
45907177,iwt_id,566300
18526342,iwt_id,1598041
42734562,iwt_id,1113116
68987445,iwt_id,1488171
43629069,iwt_id,1525252
03338148,iwt_id,1076681
66925574,iwt_id,1598045
91822796,iwt_id,1304764
95241829,iwt_id,1113109
88234223,iwt_id,1122388
06459440,iwt_id,923887
21693600,iwt_id,1306332
65375948,iwt_id,1122400
70556958,iwt_id,1050503
37617298,iwt_id,936059
56259519,iwt_id,776177
17205947,iwt_id,1113103
87840743,iwt_id,1324930
60461851,iwt_id,1196296
50867953,iwt_id,1176473
14765232,iwt_id,1122398
75100998,iwt_id,1176457
94545779,iwt_id,1076683
55959312,iwt_id,1122399
65808458,iwt_id,936096
74969234,iwt_id,1399572
19029843,iwt_id,1065219
79038909,iwt_id,776570
17324408,iwt_id,775157
26951474,iwt_id,1277947
66929768,iwt_id,776604
94713877,iwt_id,776014
14716902,iwt_id,566413
35639562,iwt_id,1277955
17552161,iwt_id,1380240
45320538,iwt_id,1606324
62684396,iwt_id,1180459
80643147,iwt_id,1206567
10270012,iwt_id,776015
35146022,iwt_id,1396584
32138664,iwt_id,1488161
30255823,iwt_id,1196290
73160351,iwt_id,775149
69857161,iwt_id,1277940
87322491,iwt_id,1360943
12686989,iwt_id,1088557
89250557,iwt_id,1347244
73160050,iwt_id,1206467
85928172,iwt_id,924054
50925873,iwt_id,776138
32439811,iwt_id,1171678
69597245,iwt_id,1638132
38574070,iwt_id,1122482
76464927,iwt_id,1113089
88511206,iwt_id,1086827
31545182,iwt_id,1122439
96970536,iwt_id,1360946
09227463,iwt_id,1219525
60924485,iwt_id,1122488
93567055,iwt_id,1507935
81390483,iwt_id,1206570
22035931,iwt_id,566399
73227085,iwt_id,1223449
91618671,iwt_id,1166831
37325069,iwt_id,1122387
81219695,iwt_id,1165473
63511450,iwt_id,1122395
62510791,iwt_id,1508838
61661723,iwt_id,1122486
89034085,iwt_id,1113115
73587479,iwt_id,1122424
20109958,iwt_id,1546281
30668430,iwt_id,1069736
49151771,iwt_id,1167311
78742982,iwt_id,1502301
31378283,iwt_id,1168576
77754807,iwt_id,775167
56274144,iwt_id,1277967
83814259,iwt_id,775156
37130597,iwt_id,1277966
63912352,iwt_id,1122428
41108151,iwt_id,1122458
69254174,iwt_id,1400234
82018829,iwt_id,775166
68546099,iwt_id,1322561
73063011,iwt_id,1384384
18708083,iwt_id,1247135
79040209,iwt_id,1247151
43071789,iwt_id,1137419
80262199,iwt_id,776171
31106071,iwt_id,174196
11725832,iwt_id,1169644
39966046,iwt_id,1182249
16629001,iwt_id,1113092
53232874,iwt_id,1113104
40852901,iwt_id,1507909
43470409,iwt_id,1196301
57013578,iwt_id,1247130
72810221,iwt_id,1400891
70576678,iwt_id,1488162
77654056,iwt_id,1339382
43090047,iwt_id,1247120
13126011,iwt_id,1213120
44989652,iwt_id,1207620
75068904,iwt_id,1471907
79096735,iwt_id,1488160
72145865,iwt_id,1488157
30594025,iwt_id,1507900
60902910,iwt_id,1502033
91110969,iwt_id,1196306
37410976,iwt_id,776178
43272356,iwt_id,1277957
30574546,iwt_id,1247137
33471523,iwt_id,776010
30356223,iwt_id,1165477
08471550,iwt_id,791615
30821074,iwt_id,1502029
47646096,iwt_id,1170331
65677134,iwt_id,813428
31516566,iwt_id,1488152
78923127,iwt_id,923897
54643655,iwt_id,1247124
57054457,iwt_id,1069738
13666226,iwt_id,1488177
89348498,iwt_id,1176465
53844389,iwt_id,775115
93382707,iwt_id,1525266
39213774,iwt_id,1277963
90751301,iwt_id,775163
79147343,iwt_id,776204
75766864,iwt_id,566294
18340746,iwt_id,1113112
19280159,iwt_id,1122474
68489541,iwt_id,1399574
82365985,iwt_id,1289258
10398361,iwt_id,1488117
98681965,iwt_id,1176367
04345088,iwt_id,1122417
39634933,iwt_id,1289262
49527203,iwt_id,1488143
29718860,iwt_id,1122406
10583461,iwt_id,776670
99364498,iwt_id,1122416
92782569,iwt_id,1519364
00607644,iwt_id,1176481
70642047,iwt_id,1546264
62194961,iwt_id,936092
77619942,iwt_id,1189668
15061755,iwt_id,1502036
10492095,iwt_id,1210024
77486195,iwt_id,1434269
65308292,iwt_id,1488145
77580908,iwt_id,776245
07806556,iwt_id,1488121
08952859,iwt_id,1525267
71853069,iwt_id,1488122
76528460,iwt_id,776207
63187180,iwt_id,1405283
04087052,iwt_id,1488164
41962804,iwt_id,1122402
10804834,iwt_id,923908
59322293,iwt_id,1488151
31938232,iwt_id,936103
89367757,iwt_id,1638468
43438092,iwt_id,1122413
61054344,iwt_id,1502037
