section,event_id,ladder_url,event_href,event_date,id,event_name,year,elimination_names,final_rank,category_codes
Completed events,349,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=349,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=349&cHash=1f3b9b9e515dba02da2bba9ea02c345e,Jun 01 - Jun 11,2284,"2023 Cloudbreak, Fiji World Cup *****",2023,,"{'Wave Men': '942', 'Wave Women': '943'}",
Completed events,338,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=338,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=338&cHash=b9ace970f382423c0fca8363194b4212,Jul 01 - Jul 09,2284,2023 Gran Canaria PWA Windsurfing Grand Slam ******,2023,"['Womens 2023 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination', 'Womens 2023 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination', 'Mens 2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Wave elimination double elimination', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 15', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 9', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 14', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 13', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 12', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 8', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 11', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 7', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 6', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 10', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 9', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 5', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 8', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 7', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 4', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 6', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 3', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 5', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 4', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 2', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 3', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 2', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 1', '2023 Gran Canaria PWA Windsurfing Grand Slam ****** Womens Slalom Elimination 1', 'Mens 2023 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Wave elimination']","{'Wave Men': '918', 'Wave Women': '919'}","['762', '758', '759', '785', '786', '782', '784', '783', '781', '780', '777', '778', '774', '776', '775', '772', '773', '771', '770', '769', '766', '768', '767', '764', '765', '763', '760', '761', '755']"
Completed events,347,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=347,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=347&cHash=49e6a9eba85c921cc042da2a8a46256a,Aug 26 - Sep 03,2284,"2023 Pacasmayo, Peru World Cup ****",2023,,"{'Wave Men': '944', 'Wave Women': '945'}",
Completed events,342,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=342,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=342&cHash=a084d014e91db5fb85fbd4d88f159868,Sep 22 - Oct 01,2284,"schauinslandreisen Windsurf World Cup Sylt, presented by got2b *******",2023,"['Mens Mens Wave elimination', 'Womens Women Wave elimination double elimination', 'Womens Women Wave elimination', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 8', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 7', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 6', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 5', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 4', 'Mens Mens Freestyle elimination (double)', 'Mens Mens Freestyle elimination', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 3', '2023 Windsurf World Cup Sylt ******* Mens Slalom Elimination 2', 'Mens Slalom Elimination 1']","{'Wave Men': '928', 'Wave Women': '929'}","['826', '835', '825', '834', '833', '832', '831', '829', '830', '824', '828', '827', '823']"
Completed events,351,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=351,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=351&cHash=99ab6a2d575699263ecf657b90801817,Oct 14 - Oct 20,2284,2023 Cold Hawaii PWA Youth World Cup Final,2023,,"{'Wave Men': '950', 'Wave Women': '951'}",
Completed events,348,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=348,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=348&cHash=36ce8c16a928cc5322fc34f415c27bb2,Oct 23 - Nov 03,2284,2023 MAUI STRONG Aloha Classic Grand Final *****,2023,,"{'Wave Men': '946', 'Wave Women': '947'}",
Completed events,328,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=328,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=328&cHash=ea92f82f38d9aed790528c5c560bff5f,Jul 09 - Jul 17,2267,2022 Gran Canaria PWA Windsurfing World Cup *****,2022,"['Womens 2022 Gran Canaria PWA Windsurfing World Cup ***** Women Wave elimination double elimination', 'Mens 2022 Gran Canaria PWA Windsurfing World Cup ***** Mens Wave elimination double elimination', 'Mens 2022 Gran Canaria PWA Windsurfing World Cup ***** Mens Wave elimination', 'Womens 2022 Gran Canaria PWA Windsurfing World Cup ***** Women Wave elimination']","{'Wave Men': '886', 'Wave Women': '887'}","['710', '711', '708', '709']"
Completed events,331,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=331,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=331&cHash=ee20373cc74e40f8d86fbd8c7a10b0e9,Sep 11 - Sep 17,2267,2022 Cold Hawaii PWA Youth Windsurf Wave World Cup,2022,,"{'Wave Men': '904', 'Wave Women': '907'}",
Completed events,332,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=332,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=332&cHash=3dba48be016aafe08e7080c96be9c9e6,Sep 24 - Oct 03,2267,2022 Mercedes-Benz World Cup Sylt *******,2022,"['Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Freestyle elimination 1(double)', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Wave elimination double elimination', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 11', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 10', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 9', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 8', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 7', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 6', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 5', 'Womens 2022 Mercedes-Benz World Cup Sylt ******* Women Wave elimination double elimination', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Wave elimination', 'Womens 2022 Mercedes-Benz World Cup Sylt ******* Women Wave elimination', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Freestyle elimination 1', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 4', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 3', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 2', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 1']","{'Wave Men': '894', 'Wave Women': '895'}","['723', '721', '730', '729', '728', '727', '725', '724', '720', '722', '712', '713', '715', '719', '718', '717', '716']"
Completed events,322,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=322,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=322&cHash=a9699db711a425e197aadb6e7ff69685,Nov 12 - Nov 21,2253,"SOMWR 10 x Marignane PWA Grand Slam, Presented by Greentech Festival******",2021,"['Mens Slalom Elimination 1', 'Womens Foil Elimination 1', 'Womens Slalom Elimination 1', 'Mens Wave elimination', 'Mens Freestyle elimination 1', ""Women's Freestyle elimination 1"", ""Women's Wave elimination"", 'Womens Freestyle elimination 1(double)', 'Mens Freestyle elimination 1(double)']","{'Wave Men': '871', 'Wave Women': '872'}","['695', '696', '698', '699', '700', '701', '702', '703', '704']"
Completed events,306,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=306,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=306&cHash=aabf045ae92597afc5a259fb9211e7b3,Sep 13 - Sep 19,2244,2020 Noerstick Cold Hawaii PWA World Tour Youth and Junior,2020,,"{'Wave Men': '829', 'Wave Women': '830'}",
Completed events,286,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=286,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=286&cHash=86563a7fef38b80cc2236d4be71de045,Jul 12 - Jul 20,2208,2019 Gran Canaria PWA World Cup,2019,"['Mens 2019 Gran Canaria PWA World Cup Mens Wave elimination double elimination', 'Womens 2019 Gran Canaria PWA World Cup Women Wave elimination double elimination', 'Mens 2019 Gran Canaria PWA World Cup Mens Wave elimination', 'Womens 2019 Gran Canaria PWA World Cup Women Wave elimination']","{'Wave Men': '778', 'Wave Women': '779'}","['584', '583', '579', '582']"
Completed events,288,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=288,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=288&cHash=279f6bdb5eba0202a63126f9db5064c8,Aug 05 - Aug 11,2208,2019 Tenerife PWA World Cup,2019,"['Mens 2019 Tenerife PWA World Cup Mens Wave elimination', 'Womens 2019 Tenerife PWA World Cup Women Wave elimination']","{'Wave Men': '780', 'Wave Women': '781'}","['601', '602']"
Completed events,291,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=291,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=291&cHash=1fb8687881e6356a95cd1858c9350fc4,Sep 27 - Oct 06,2208,2019 Mercedes-Benz World Cup Sylt,2019,"['2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 10', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 9', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 8', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 7', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 6', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 5', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 4', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 3', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 2', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 1', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1(double)', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Wave elimination double elimination', 'Womens 2019 Mercedes-Benz World Cup Sylt Women Wave elimination double elimination', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Wave elimination', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1', 'Womens 2019 Mercedes-Benz World Cup Sylt Women Wave elimination']","{'Wave Men': '788', 'Wave Women': '792'}","['639', '638', '637', '636', '635', '634', '633', '632', '631', '630', '629', '628', '627', '626', '624', '625']"
Completed events,292,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=292,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=292&cHash=cc058d18cbcc3264d63d7f813c1a2a19,Oct 27 - Nov 09,2208,2019 Mercedes-Benz Aloha Classic,2019,"['Mens 2019 Maui Aloha Classic Mens Wave elimination double elimination', 'Womens 2019 Maui Aloha Classic Women Wave elimination double elimination', 'Mens 2019 Maui Aloha Classic Mens Wave elimination', 'Womens 2019 Maui Aloha Classic Women Wave elimination']","{'Wave Men': '793', 'Wave Women': '794'}","['642', '643', '641', '640']"
Completed events,275,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=275,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=275&cHash=a011a7cd90622e225e04834af776a897,Jul 15 - Jul 21,2180,Gran Canaria,2018,"['Mens 2018 Gran Canaria Mens Wave elimination double elimination', 'Womens 2018 Gran Canaria Women Wave elimination double elimination', 'Womens 2018 Gran Canaria Women Wave elimination', 'Mens 2018 Gran Canaria Mens Wave elimination']","{'Wave Men': '746', 'Wave Women': '747'}","['500', '501', '498', '499']"
Completed events,277,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=277,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=277&cHash=d78002b0587a46dad91ac0b7d4a59ae8,Aug 05 - Aug 11,2180,Tenerife,2018,"['Womens 2018 Tenerife Women Wave elimination double elimination', 'Mens 2018 Tenerife Mens Wave elimination double elimination', 'Mens 2018 Tenerife Mens Wave elimination', 'Womens 2018 Tenerife Women Wave elimination']","{'Wave Men': '751', 'Wave Women': '752'}","['514', '513', '512', '511']"
Completed events,278,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=278,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=278&cHash=3d18b0f380e7f3f57b7b10393a7b7f63,Sep 28 - Oct 07,2180,Mercedes-Benz World Cup Sylt,2018,"['2018 Mercedes-Benz World Cup Sylt Mens Slalom Elimination 3', '2018 Mercedes-Benz World Cup Sylt Mens Foil Elimination 3', 'Mens 2018 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1(double)', 'Mens 2018 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1', 'Womens 2018 Mercedes-Benz World Cup Sylt Women Wave elimination double elimination', 'Mens 2018 Mercedes-Benz World Cup Sylt Mens Wave elimination double elimination', 'Womens 2018 Mercedes-Benz World Cup Sylt Women Wave elimination', 'Mens 2018 Mercedes-Benz World Cup Sylt Mens Wave elimination', '2018 Mercedes-Benz World Cup Sylt Mens Slalom Elimination 3', '2018 Mercedes-Benz World Cup Sylt Mens Slalom Elimination 2', '2018 Mercedes-Benz World Cup Sylt Mens Slalom Elimination 1', '2018 Mercedes-Benz World Cup Sylt Mens Foil Elimination 2', '2018 Mercedes-Benz World Cup Sylt Mens Foil Elimination 1']","{'Wave Men': '753', 'Wave Women': '754'}","['527', '526', '525', '517', '524', '523', '515', '516', '522', '521', '518', '520', '519']"
Completed events,264,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=264,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=264&cHash=60af7dbac52a36795726e39a3940dcdf,Jul 09 - Jul 15,2151,Gran Canaria,2017,"['Womens 2017 Gran Canaria Women Wave elimination double elimination', 'Mens 2017 Gran Canaria Mens Wave elimination double elimination', 'Mens 2017 Gran Canaria Mens Wave elimination', 'Womens 2017 Gran Canaria Women Wave elimination']","{'Wave Men': '717', 'Wave Women': '718'}","['339', '340', '337', '338']"
Completed events,266,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=266,https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=266&cHash=ca589f52071d421a8009ccfa63d5b240,Aug 06 - Aug 12,2151,Tenerife,2017,"['Womens 2017 Tenerife Women Wave elimination double elimination', 'Mens 2017 Tenerife Mens Wave elimination double elimination', 'Mens 2017 Tenerife Mens Wave elimination', 'Womens 2017 Tenerife Women Wave elimination']","{'Wave Men': '722', 'Wave Women': '723'}","['359', '360', '356', '358']"
